AMZS D.D, P.E TRBOVLJE, SAVINJSKA 36, 1420 TRBOVLJE;homologacije.trbovlje@amzs.si;tel.: 03 / 562 54 55;Kategorije M1, N1, L, O1 in  O2  ;/;Kategorije M1, N1 in L ;;
AS DOMZALE MOTO CENTER D.O.O., BLATNICA 3A,         1236 TRZIN;vodja.asdo@ tehnicni pregledi.si,             ;tel.:  01 / 56 21 813;Kategorije M1                                    z ES-homologacijo;/;/;/;/
AUTOCOMMERCE D.O.O., RC KOPER, VOJKOVO NABREZJE 32,    6000 KOPER;vodja.ackp@tehnicnipregledi.si, tp.koper@autocommerce.si;tel.: 05 / 664 18 88,             fax: 05 / 664 18 89;Kategorije M1                                    z ES-homologacijo;/;/;/;/
AVTO KRKA ISO I D.O.O., PE CELJE, IPAVCEVA ULICA 21, 3000 CELJE;marjan.dobersek@avto-celje.si;tel.: 03 / 426 11 38,        ;Kategorije M1, N1 in L;/;Kategorije M1, N1 in L ;/;Vtis identifikacijske Stevilke vozila              
AVTO KRKA ISO D.O.O., PE GORNJA RADGONA, LJUTOMERSKA CESTA 34, 9250 GORNJA RADGONA;gradgona@avtokrka.si;02 / 564 23 56;Kategorije M1, N1, L in T ;/;Kategorije M1, N1 in L ;/;/
AVTO KRKA ISO D.O.O., PE KRSKO, ULICA MLADINSKIH DELOVNIH BRIGAD 2, 8273 LESKOVEC PRI KRSKEM;milan.hocevar@avtokrka.si; 07/ 488 13 07                 041 218-153;Kategorije M1, N, L, O in T;Kategorije M1, N , L in O;Kategorije M1, N , L in O;/;/
AVTO KRKA ISO D.O.O., PE LENDAVA, INDUSTRIJSKA ULICA 3, 9220 LENDAVA;vodja.lendava@avtokrka.si;02 / 5776 642,           02 / 5776 640;Kategorije M1, N1, L in T ;/;Kategorije M1, N1 in L ;/;/
AVTO KRKA ISO D.O.O., PE LJUBLJANA I, CESTA LJUBLJANSKE BRIGADE 15, 1000 LJUBLJANA;rok.kristan@avtokrka.si;tel.: 01 /  510 62 49,               040 / 582 626  ;Kategorije M, N, L, O, T, R in S ;Kategorije M1, N, L, O, T, R in S ;Kateg.  M1, N, L, O, T, R in S;/;/
AVTO KRKA ISO D.O.O., PE LJUTOMER, KOLODVORSKA CESTA 16 a, 9240 LJUTOMER;ljutomer@avtokrka.si;02 / 585 81 22;Kategorije M1, N1, L in T ;/;Kategorije M1, N1 in L ;/;/
AVTO KRKA ISO D.O.O., PE LJUBLJANA II, DEVOVA ULICA 6, 1000 LJUBLJANA;homologacijetp2@avtokrka.si;tel.: 01 /  510 62 25;Kategorije M1, N1, L in T ;/;Kategorije M1, N1 in L ;;
AVTO KRKA ISO D.O.O., PE MARIBOR I, PTUJSKA CESTA 190, 2000 MARIBOR;homologacijemb@avtokrka.si;tel.: 02 / 300 84 08,              031 / 303 685  ;Kategorije M1, N, L, O in T;Kategorije N  in O;Kategorije M1, N , L in O;/;/
AVTO KRKA ISO D.O.O., PE MARIBOR II,  ZAGREBSKA CESTA 85, 2000 MARIBOR;vodja@ac-maribor.si;02 / 450 35 30;Kategorije M1, N1 in L;/;Kategorije M1, N1 in L ;;
AVTO KRKA ISO D.O.O., PE NOVA GORICA, INDUSTRIJSKA CESTA 2A,                          5000 NOVA GORICA;gregor.babic@avtokrka.si;tel.: 05 / 335 10 89,             041 / 822 183 ;Kategorije M1, N1 in L;/;Kategorije M1, N1 in L ;/;/
AVTO KRKA ISO D.O.O., PE NOVO MESTO, POD TRSKO GORO 83, 8000 NOVO MESTO;anton.marincic@avtokrka.si;tel.: 07 / 393 26 84;Kategorije M, N, L, O,  T, R in S ;Kategorije M1, N, O, L, T, R in  S ;Kategorije  M1, N, O, L, T, R in S ;/;/
AVTO KRKA ISO D.O.O., PE POSTOJNA. TRZASKA CESTA 60 C, 6230 POSTOJNA;bostjan.delost@avtokrka.si, kobal.matej@avtokrka.si;tel.: 05 / 721 10 63,              041 / 649 479,                 05 / 731 10 63,               041 / 758 321 ;Kategorije. M1, N, L, T in O;Kategorije M1, N, L in O;Kategorije M1, N, L in O;/;/
AVTO KRKA ISO D.O.O., PE SLOVENSKA BISTRICA, RIMSKA CESTA 12, 2310 SLOVENSKA BISTRICA;sbistrica@avtokrka.si;02 / 805 54 83;Kategorije M1, N1, L in T ;/;Kategorije M1, N1 in L ;/;/
AVTO KRKA ISO D.O.O., PE SEMPETER, ZNIDARCICEVA ULICA 15,                             5290 SEMPETER PRI GORICI;matej.lisjak@avtokrka.si;tel.: 05 / 335 12 72,             031 / 679 844  ;Kategorije M1, N, L, O in T;/;Kategorije M1, N , L in O;/;/
AVTO KRKA ISO D.O.O., PE SENTJUR, ULICA TONCKE CECEVE 18, 3230 SENTJUR                ;homologacijesc@avtokrka.si;01 / 03 748 94 53;Kategorije M, N, L, O, T, R in S ;Kategorije M, N, L, O, T, R in S ;Kategorije M, N, L, O, T, R in S ;/;/
AVTO KRKA ISO D.O.O., PE SKOFJA LOKA, KIDRICEVA CESTA  50, 4220 SKOFJA LOKA;vodjasloka@avtokrka.si;04 / 511 14 59;Kategorije M1, N1 in L;/;Kategorije M1, N1 in L ;/;/
AVTO VELENJE D.O.O., LOKACIJA VELENJE, KOROSKA CESTA 64,         3320 VELENJE;vodja.apsve@tehnicnipregledi.si;tel.: 03 / 896 44 62;Kategorije M1 in  N;/;Kategorije M1 in N1;/;/
AVTO VELENJE D.O.O., LOKACIJA ZALEC, CESTA NA LAVO 1, 3310 ZALEC;vodja.avtokontrolza@tehnicnipregledi.si;tel.: 03 / 713 17 77;Kategorije M1 in  N;/;Kategorije M1 in N1;/;/
AVTO CENTER ANDREJEK, MIRAN ANDREJEK S.P., PE VESCICA, VESCICA 4E, 9000 MURSKA SOBOTA;vodja.andrejek@tehnicnipregledi.si;tel.:02/ 530 35 20;Kategorije M1 in T                                 ;/;Kategorije M1                                    ;/;/
AVTOCENTER ORMOZ D.O.O., HARDEK 44 C, 2270 ORMOZ;vodja.acormozor@tehnicnipregledi.si;tel.: 02 / 741 64 17;Kategorije M1                                    z ES-homologacijo;/;/;/;/
AVTOKONTROL D.O.O., CESTA NA LAVO 1,                        3310 ZALEC;vodja.avtokontrolza@tehnicnipregledi.si;tel.: 03 / 713 17 77,          03 / 713 17 71                                 fax: 03 / 713 17 73;Kategorije M1                                    z ES-homologacijo;/;/;/;/
AVTOLINE D.O.O, BOHORICEVA 10, 8270 KRSKO;vodja.avtolinekk@tehnicnipregledi.si;tel.: 07 / 490 21 10;Kategorije M1                                    z ES-homologacijo;/;/;/;/
AVTO-MAT D.O.O., ZAGARSKA ULICA 21,        1291 SKOFLJICA;vodja.avtomat@tehnicnipregledi.si; tel.: 01 / 360 11 24,          01 / 360 11 28;Kategorije M1                                    z ES-homologacijo;/;/;/;/
AVTOPLUS D.O.O., KOPER, ISTRSKA CESTA 55,           6000 KOPER;homologacije@avtoplus.si; tel.: 05 / 613 70 21,             fax: 05 / 613 70 29,        05 / 613 70 60;Kategorije M1, L, N1, O1, O2, T1,T2 in T3;/;Kategorije M1,N1 in L;/;/
AVTOPLU TPS, D.O.O., PE DIVACA,PC RISNIK 4, 6215 DIVACA ;homologacije@avtoplus-tps.si;tel.. 05 / 731 85 90;Kategorije M1, L, N1, O1, O2, T1,T2 in T3;/;Kategorije M1,N1 in L;;
AVTOSERVIS D.O.O., SLOVENJ GRADEC, KIDRICEVA 4,      2380 SLOVENJ GRADEC;vodja.assg@tehnicnipregledi.si;tel.: 02 / 881 26 48;Kategorije M1,  N1, L,  O1 in  O2;/;Kategorije M1,N1 in L;/;/
AVTOSERVIS D.O.O., PE SLOV BISTRICA,  IOC Zapolje I / 12, 1370 Logatec;vodja.aspesb@tehnicnipregledi.si;tel.: 02/ 818 43 06;Kategorije M1,  N1, L,  O1 in  O2;/;Kategorije M1,N1 in L;/;/
AVTOSERVIS D.O.O., PE LOGATEC,  LJUBLJANSKA CESTA 100 KIDRICEVA 4,      2310 SLOV. BISTRICA;miro.urbas@avtoservis.si;te.: 01/ 759 05 60;Kategorije M1,  N1, L,  O1 in  O2;/;Kategorije M1,N1 in L;;
AVTOSERVIS STRASEK D.O.O, KRTINCE 15, 3241 PODPLAT;vodja.avtostrasekpod@tehnicnipregledi.si;tel.: 03 / 818 29 25;Kategorije M1                                    z ES-homologacijo;/;/;/;/
AVTOTRADE D.O.O., SINJA GORICA 11, 1360 VRHNIKA;tehnicni@avtotrade.si;tel.: 01 / 750 22 20;Kategorije M1                                    ;/;Kategorije M1                                    ;/;/
A1, D.D.- LOKACIJA  BREZOVICA, PODPESKA 10,         1351 BREZOVICA;dusan.kavcic@a-1.si, joze.povse@a-1.si;tel.: 01/ 360 13 88;Kategorije M1, N, T1, T2, T3, L1e  in L3e;/;Kategorije  M1, N1 in L3e;/;/
A1, D.D. - LOKACIJA LJUBLJANA, VODOVODNA CESTA 43, 1000 LJUBLJANA; joze.povse@a-1.si,                              bojan.trampus@a-1.si;tel: 01 / 589 14 51;Kategorije M1in N1;/;Kategorije M1in N1;/;Vtis identifikacijske Stevilke vozila           
A1, D.D.- LOKACIJA PRIMSKOVO CESTA STANETA ZAGARJA 65 A, 4000 KRANJ;gregor.meglic@a-1.si, joze.povse@a-1.si ;tel. :04/ 201 52 05;Kategorije M1in N1;/;Kategorije M1in N1;/;/
A1,D.D.- LOKACIJA LABORE, LJUBLJANSKA CESTA 22, 4000 KRANJ;gregor.meglic@a-1.si, joze.povse@a-1.si ; tel. :04 / 201 52 05;Kategorije M1, N, T1, T2, T3, L1e in L3e;/;Kategorije  M1, N1 in L3 ;/;Vtis identifikacijske Stevilke vozila              
CI & CA D.O.O., PODGORJE 83A, 1241 KAMNIK;vodja.cicaka@tehnicnipregledi.si;tel.: 01 / 831 24 79;Kategorije M1                                    ;/;Kategorije M1;/;/
DOMINKO D.O.O., ZADRUZNI TRG 8, 2250 PTUJ;info@dominko.si;tel.: 02 / 788 11 68,    02 / 788 11 74,          02 / 788 11 75;Kategorije M1                                    z ES-homologacijo;/;/;/;/
INTEGRAL AVTO D.O.O, JESENICE, CESTA MARSALA TITA 67, 4270 JESENICE;vodja.integralje@tehnicnipregledi.si;tel.: 04 / 583 33 52        ;Kategorije M1                                    z ES-homologacijo;/;/;/;/
INTEGRAL AVTO D.O.O, JESENICE - ENOTA LESCE, ALPSKA CESTA 43,             4248 LESCE;vodja.integraljele@tehnicnipregledi.si;tel.: 04 / 531 63 10  ;Kategorije M1                                    z ES-homologacijo;/;/;/;/
INTEGRAL BREBUS BREZICE D.O.O., CESTA SVOBODE 11, 8250 BREZICE;vodja.brebusbr@tehnicnipregledi.si; tel.: 07 / 49 91 352          fax: 07/ 49 91 366;Kategorije M1, N1, O1, O2  in L;Kategorije M1;Kategorije M1, N1 in L;/;/
JP LPP TEHNICNI PREGLEDI D.O.O., CELOVSKA 160,      1000 LJUBLJANA;tehnicni@lpp.si;tel.: 01 / 58 22 707          fax.: 01 / 51 93 288;Kategorije M, N, O, L, T, C, R in S ;Kategorije M, N, O, L, T, C, R in S ;Kategorije M, N, O, L, T, C, R in S ;/;Vtis identifikacijske Stevilke vozila             
LOGO SKUPINA D.O.O.,  LJUBLJANSKA CESTA 66, 1290 GROSUPLJE;homologacije.logo@yahoo.com;tel.: 01 / 786 68 30,    01 / 786 68 50,                  fax:01 / 786 68 66;Kategorije  M1,  N1, L in O1;/;Kategorije M1, N1 in L ;/;/
LOTRIC D.O.O., Selca 163, 4277 SELCA  ;mitja@lotric.si;tel.: 051 / 696 625;Redni in izredni pregledi vozil po posebnih zahtevah - ATP;/;/;/;/
PAN-JAN D.O.O., OBRTNISKA ULICA 33, 8210 TREBNJE;homologacije@panjan.si;tel.: 07/ 34-60-711 ;Kategorije M1                                    ;/;Kategorije M1;/;/
PAN-JAN D.O.O., PE IVANCNA GORICA, STANTETOVA ULICA 25, 1295 IVANCNA GORICA; tp-ig@panjan.si;tel: 01 / 320 47 00 ;Kategorije M1                                    ;/;Kategorije M1;/;/
POMURSKI AVTOCENTER D.O.O., KROSKA ULICA 58, 9000 MURSKA SOBOTA;pomurski.avtocenter@gmail.com;02 / 530 18 26;Kategorije M1                                    ;/;Kategorije M1;/;/
PRODUKT & CO d.o.o.I, TOPLARNISKA ULICA 20, 1000 LJUBLJANA;homologacije@produkt.si;tel: 01 / 520 04 75 ;Kategorije M1, N1 in L;/;Kategorije M1 in N1 ;/;/
REGI-VO D.O.O., PE BORACEVA 4G, RADENCI;registracije@regi-vo.si;tel.: 041 / 283 970;Kategorije M1                                    z ES-homologacijo;/;/;/;/
RTI D.O.O., CESTA K TAMU 14, 2000 MARIBOR;info@rti.si;tel.: 02 / 45 02 600;Kategorije M, N, O, L, T, C, R in S ;Kategorije M, N, O, L, T, C, R in S ;Kategorije M, N, O, L, T, C, R    in S ;"Kategorije M, N, O, T4,T5,C,R in  S 
Kategorije T1,T2 in T3
Kategorije L5e in L 
Homologacie sistema, sestavnega dela in samostojne tehniCne enote, za kategorijo M,N in O";Vtis identifikacijske Stevilke vozila
SAVA AVTO D.O.O, SEVNICA, DOLENJI BOSTANJ 60A,      8294 BOSTANJ;andreja@sava-avto.si;tel.: 07 / 816 33 23;Kategorije M1 in L ;/;Kategorije M1;/;/
SPAN D.O.O., TRZASKA 547, 1351 BREZOVICA PRI LJUBLJANI;jure.plesec@span.si;tel.: 01 / 36 58 162 ;Kategorije M1                                    z ES-homologacijo;/;/;/;/
STAJERSKI AVTO DOM D.O.O., TRZASKA CESTA 38,          2001 MARIBOR;homologacija@stajerski-avtodom.si;tel.: 02 / 33 00 539,          02 / 33 00 541                                  faks.: 02 / 33 00 555;Kategorije M1                                    z ES-homologacijo;/;/;/;/
TIB STORITVE D.O.O., SERCERJEVA 17,               6250 ILIRSKA BISTRICA;danilo.stemberger@tib.si ;tel.: 05 / 70 40 100;Kategorije M1                                    z ES-homologacijo;/;/;/;/
TSC LABA D.O.O., PONOVISKA CESTA 11B, 1270 LITIJA;homologacije@laba.si;01 / 899 52 00;Kategorije  M1,  N1, L in O1;/;Kategorije M1, N1 in L ;/;/
VIATOR & VEKTOR TEHNIKA, D.O.O., CVETKOVA ULICA 1,     1000 LJUBLJANA;franci.slovsa@vvtehnika.si;01 / 420 35 33;Kategorije M1, N in O                                    ;/;Kategorije M1 in N;/;/
ZONTA TRANSPORT, TEHNICNI PREGLEDI D.O.O., GAJI 44, 3000 CELJE;referent.zontace@tehnicnipregledi.si;tel.: 03 / 42 52 319,               03 / 42 52 304;Kategorije M1, N1 in L;/;Kategorije M1, N1 in L;/;/
